Depto;Munic;Sexo;Tipo_Actor;Tipo_Comunidad;Nombre_Comunidad;Componente;#Fam. Pago Parcial;$Vlr Pago Parcial;#Fam. Pago Total;$Vlr Pago Total;#Fam. Atendidas;$Pagado
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;CONSEJO COMUNITARIO SOLICITADO;CONSEJO COMUNITARIO UBUNTU;04 - Proyectos Productivos Ciclo Corto;;;1;9000000;1;9000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;CONSEJO COMUNITARIO SOLICITADO;CONSEJO COMUNITARIO UBUNTU;05 - Proyectos Productivos Ciclo Largo;1;9999999,914;;;1;9999999,914
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;CONSEJO COMUNITARIO SOLICITADO;CONSEJO COMUNITARIO UBUNTU;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;CONSEJO COMUNITARIO TITULADO;LOS ANDES;01 - Asistencia Alimentaria Inmediata;;;1;12000000;1;12000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;CONSEJO COMUNITARIO TITULADO;LOS ANDES;02 - Asistencia y Seguridad Alimentaria;;;1;1801831,214;1;1801831,214
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;CONSEJO COMUNITARIO TITULADO;LOS ANDES;03 - Asistencia Tecnica Integral;1;1069920,626;;;1;1069920,626
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;CONSEJO COMUNITARIO TITULADO;LOS ANDES;04 - Proyectos Productivos Ciclo Corto;;;1;9000000;1;9000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;CONSEJO COMUNITARIO TITULADO;LOS ANDES;05 - Proyectos Productivos Ciclo Largo;;;1;10000000;1;10000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;CONSEJO COMUNITARIO TITULADO;LOS ANDES;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;NO APLICA;NO APLICA;01 - Asistencia Alimentaria Inmediata;13;38000000;910;10920000000;923;10958000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;NO APLICA;NO APLICA;02 - Asistencia y Seguridad Alimentaria;6;10792205,94;893;1609020682;899;1619812888
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;NO APLICA;NO APLICA;03 - Asistencia Tecnica Integral;718;771908529;222;738461784,9;940;1510370314
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;NO APLICA;NO APLICA;04 - Proyectos Productivos Ciclo Corto;105;407942962,9;653;6616807143;758;7024750105
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;NO APLICA;NO APLICA;05 - Proyectos Productivos Ciclo Largo;681;5007375820;210;2349273582;891;7356649402
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;NO APLICA;NO APLICA;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;AWA DE CAÑAVERAL;01 - Asistencia Alimentaria Inmediata;;;2;24000000;2;24000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;AWA DE CAÑAVERAL;02 - Asistencia y Seguridad Alimentaria;;;2;3603032,264;2;3603032,264
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;AWA DE CAÑAVERAL;03 - Asistencia Tecnica Integral;2;2143510,252;;;2;2143510,252
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;AWA DE CAÑAVERAL;04 - Proyectos Productivos Ciclo Corto;;;1;9000000;1;9000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;AWA DE CAÑAVERAL;05 - Proyectos Productivos Ciclo Largo;2;14999996,51;;;2;14999996,51
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;AWA DE CAÑAVERAL;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;AWA DE LOS GUADUALES;01 - Asistencia Alimentaria Inmediata;;;4;48000000;4;48000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;AWA DE LOS GUADUALES;02 - Asistencia y Seguridad Alimentaria;;;4;7200200,014;4;7200200,014
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;AWA DE LOS GUADUALES;03 - Asistencia Tecnica Integral;4;4294005,504;;;4;4294005,504
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;AWA DE LOS GUADUALES;04 - Proyectos Productivos Ciclo Corto;;;4;36000000;4;36000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;AWA DE LOS GUADUALES;05 - Proyectos Productivos Ciclo Largo;2;19999799,51;2;20000000;4;39999799,51
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;AWA DE LOS GUADUALES;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;BOCANA DE LUZON;01 - Asistencia Alimentaria Inmediata;;;1;12000000;1;12000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;BOCANA DE LUZON;02 - Asistencia y Seguridad Alimentaria;;;1;1800000;1;1800000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;BOCANA DE LUZON;03 - Asistencia Tecnica Integral;1;1069920,626;;;1;1069920,626
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;BOCANA DE LUZON;04 - Proyectos Productivos Ciclo Corto;;;1;9000000;1;9000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;BOCANA DE LUZON;05 - Proyectos Productivos Ciclo Largo;;;1;10000000;1;10000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;BOCANA DE LUZON;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;EL ESPINGO;01 - Asistencia Alimentaria Inmediata;;;1;12000000;1;12000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;EL ESPINGO;02 - Asistencia y Seguridad Alimentaria;;;1;1801736,764;1;1801736,764
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;EL ESPINGO;03 - Asistencia Tecnica Integral;1;1069920,626;;;1;1069920,626
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;EL ESPINGO;04 - Proyectos Productivos Ciclo Corto;;;;;;0
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;EL ESPINGO;05 - Proyectos Productivos Ciclo Largo;1;5000000;;;1;5000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;EL ESPINGO;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;INKAL AWA;01 - Asistencia Alimentaria Inmediata;;;5;60000000;5;60000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;INKAL AWA;02 - Asistencia y Seguridad Alimentaria;;;5;9005052,308;5;9005052,308
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;INKAL AWA;03 - Asistencia Tecnica Integral;5;5901324,958;;;5;5901324,958
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;INKAL AWA;04 - Proyectos Productivos Ciclo Corto;;;4;36000000;4;36000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;INKAL AWA;05 - Proyectos Productivos Ciclo Largo;3;24999490;2;20000000;5;44999490
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;INKAL AWA;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;INKAL WATZAL AWA;01 - Asistencia Alimentaria Inmediata;;;4;48000000;4;48000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;INKAL WATZAL AWA;02 - Asistencia y Seguridad Alimentaria;;;4;7209878,243;4;7209878,243
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;INKAL WATZAL AWA;03 - Asistencia Tecnica Integral;4;4279682,504;;;4;4279682,504
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;INKAL WATZAL AWA;04 - Proyectos Productivos Ciclo Corto;;;1;9000000;1;9000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;INKAL WATZAL AWA;05 - Proyectos Productivos Ciclo Largo;3;15000000;1;10000000;4;25000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;INKAL WATZAL AWA;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;LA CRISTALINA;01 - Asistencia Alimentaria Inmediata;;;1;12000000;1;12000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;LA CRISTALINA;02 - Asistencia y Seguridad Alimentaria;;;1;1802267,814;1;1802267,814
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;LA CRISTALINA;03 - Asistencia Tecnica Integral;1;1069920,626;;;1;1069920,626
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;LA CRISTALINA;04 - Proyectos Productivos Ciclo Corto;1;55000;;;1;55000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;LA CRISTALINA;05 - Proyectos Productivos Ciclo Largo;1;5000000;;;1;5000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;LA CRISTALINA;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;SIMORNA O LA VENADA;01 - Asistencia Alimentaria Inmediata;;;4;48000000;4;48000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;SIMORNA O LA VENADA;02 - Asistencia y Seguridad Alimentaria;;;4;7209648,793;4;7209648,793
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;SIMORNA O LA VENADA;03 - Asistencia Tecnica Integral;4;4283090,504;;;4;4283090,504
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;SIMORNA O LA VENADA;04 - Proyectos Productivos Ciclo Corto;;;2;18000000;2;18000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;SIMORNA O LA VENADA;05 - Proyectos Productivos Ciclo Largo;3;19999999,51;1;10000000;4;29999999,51
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA LEGALIZADO;SIMORNA O LA VENADA;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;ALTO TEMBLON;01 - Asistencia Alimentaria Inmediata;1;2000000;41;492000000;42;494000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;ALTO TEMBLON;02 - Asistencia y Seguridad Alimentaria;;;41;73861451,46;41;73861451,46
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;ALTO TEMBLON;03 - Asistencia Tecnica Integral;43;45936032,99;1;3326625,626;44;49262658,61
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;ALTO TEMBLON;04 - Proyectos Productivos Ciclo Corto;;;40;366499500,3;40;366499500,3
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;ALTO TEMBLON;05 - Proyectos Productivos Ciclo Largo;33;315140669,4;8;80000000;41;395140669,4
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;ALTO TEMBLON;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;AWA DE LOS GUADUALES;01 - Asistencia Alimentaria Inmediata;;;3;36000000;3;36000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;AWA DE LOS GUADUALES;02 - Asistencia y Seguridad Alimentaria;;;3;5411113,23;3;5411113,23
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;AWA DE LOS GUADUALES;03 - Asistencia Tecnica Integral;3;3191220,2;;;3;3191220,2
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;AWA DE LOS GUADUALES;04 - Proyectos Productivos Ciclo Corto;1;8297600,014;2;18000000;3;26297600,01
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;AWA DE LOS GUADUALES;05 - Proyectos Productivos Ciclo Largo;2;14990526;1;10000000;3;24990526
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;AWA DE LOS GUADUALES;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;CAÑA BRAVITA;01 - Asistencia Alimentaria Inmediata;;;1;12000000;1;12000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;CAÑA BRAVITA;02 - Asistencia y Seguridad Alimentaria;;;1;1800000;1;1800000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;CAÑA BRAVITA;03 - Asistencia Tecnica Integral;1;1073449,626;;;1;1073449,626
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;CAÑA BRAVITA;04 - Proyectos Productivos Ciclo Corto;;;1;9000000;1;9000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;CAÑA BRAVITA;05 - Proyectos Productivos Ciclo Largo;1;9999999,914;;;1;9999999,914
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;CAÑA BRAVITA;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;CHICALA PIJAO;01 - Asistencia Alimentaria Inmediata;;;1;12000000;1;12000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;CHICALA PIJAO;02 - Asistencia y Seguridad Alimentaria;;;1;1802095,014;1;1802095,014
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;CHICALA PIJAO;03 - Asistencia Tecnica Integral;1;1069920,626;;;1;1069920,626
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;CHICALA PIJAO;04 - Proyectos Productivos Ciclo Corto;;;;;;0
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;CHICALA PIJAO;05 - Proyectos Productivos Ciclo Largo;1;5000000;;;1;5000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;CHICALA PIJAO;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD EMBERA CHAMI VILLA RICA;01 - Asistencia Alimentaria Inmediata;;;1;12000000;1;12000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD EMBERA CHAMI VILLA RICA;02 - Asistencia y Seguridad Alimentaria;;;1;1802884,914;1;1802884,914
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD EMBERA CHAMI VILLA RICA;03 - Asistencia Tecnica Integral;1;1069920,626;;;1;1069920,626
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD EMBERA CHAMI VILLA RICA;04 - Proyectos Productivos Ciclo Corto;;;1;9000000;1;9000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD EMBERA CHAMI VILLA RICA;05 - Proyectos Productivos Ciclo Largo;1;9997115,086;;;1;9997115,086
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD EMBERA CHAMI VILLA RICA;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA ALNAMAWAMI;01 - Asistencia Alimentaria Inmediata;;;5;60000000;5;60000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA ALNAMAWAMI;02 - Asistencia y Seguridad Alimentaria;;;5;9018599,272;5;9018599,272
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA ALNAMAWAMI;03 - Asistencia Tecnica Integral;5;5349603,13;;;5;5349603,13
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA ALNAMAWAMI;04 - Proyectos Productivos Ciclo Corto;1;6733246;1;9000000;2;15733246
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA ALNAMAWAMI;05 - Proyectos Productivos Ciclo Largo;4;18000000;1;10000000;5;28000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA ALNAMAWAMI;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA AWA WAN MAGNA DORADA;01 - Asistencia Alimentaria Inmediata;;;7;84000000;7;84000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA AWA WAN MAGNA DORADA;02 - Asistencia y Seguridad Alimentaria;;;7;14417601,04;7;14417601,04
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA AWA WAN MAGNA DORADA;03 - Asistencia Tecnica Integral;2;2139841,252;5;16633128,13;7;18772969,38
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA AWA WAN MAGNA DORADA;04 - Proyectos Productivos Ciclo Corto;;;7;86424825;7;86424825
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA AWA WAN MAGNA DORADA;05 - Proyectos Productivos Ciclo Largo;7;44770116;;;7;44770116
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;COMUNIDAD INDÍGENA AWA WAN MAGNA DORADA;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;MULTIETNICO DE ORITO;01 - Asistencia Alimentaria Inmediata;;;1;12000000;1;12000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;MULTIETNICO DE ORITO;02 - Asistencia y Seguridad Alimentaria;;;1;1803268,014;1;1803268,014
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;MULTIETNICO DE ORITO;03 - Asistencia Tecnica Integral;1;1069920,626;;;1;1069920,626
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;MULTIETNICO DE ORITO;04 - Proyectos Productivos Ciclo Corto;;;1;9000000;1;9000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;MULTIETNICO DE ORITO;05 - Proyectos Productivos Ciclo Largo;1;9996709;;;1;9996709
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;MULTIETNICO DE ORITO;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;ORO VERDE;01 - Asistencia Alimentaria Inmediata;;;2;24000000;2;24000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;ORO VERDE;02 - Asistencia y Seguridad Alimentaria;;;2;3600000,164;2;3600000,164
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;ORO VERDE;03 - Asistencia Tecnica Integral;2;2142490,252;;;2;2142490,252
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;ORO VERDE;04 - Proyectos Productivos Ciclo Corto;;;2;18000000;2;18000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;ORO VERDE;05 - Proyectos Productivos Ciclo Largo;;;2;20000000;2;20000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;ORO VERDE;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;PLAYA RICA;01 - Asistencia Alimentaria Inmediata;;;2;24000000;2;24000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;PLAYA RICA;02 - Asistencia y Seguridad Alimentaria;;;2;3601686,564;2;3601686,564
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;PLAYA RICA;03 - Asistencia Tecnica Integral;2;2139841,252;;;2;2139841,252
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;PLAYA RICA;04 - Proyectos Productivos Ciclo Corto;;;1;9000000;1;9000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;PLAYA RICA;05 - Proyectos Productivos Ciclo Largo;1;5000000;1;10000000;2;15000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;PLAYA RICA;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA BOCANA DE LUZÓN;01 - Asistencia Alimentaria Inmediata;;;3;36000000;3;36000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA BOCANA DE LUZÓN;02 - Asistencia y Seguridad Alimentaria;;;3;5403876,329;3;5403876,329
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA BOCANA DE LUZÓN;03 - Asistencia Tecnica Integral;3;3213561,878;;;3;3213561,878
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA BOCANA DE LUZÓN;04 - Proyectos Productivos Ciclo Corto;;;2;18000000;2;18000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA BOCANA DE LUZÓN;05 - Proyectos Productivos Ciclo Largo;2;14996000;1;10000000;3;24996000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA BOCANA DE LUZÓN;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA PI ISHPUL;01 - Asistencia Alimentaria Inmediata;;;1;12000000;1;12000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA PI ISHPUL;02 - Asistencia y Seguridad Alimentaria;;;1;1802902,014;1;1802902,014
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA PI ISHPUL;03 - Asistencia Tecnica Integral;1;1069920,626;;;1;1069920,626
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA PI ISHPUL;04 - Proyectos Productivos Ciclo Corto;1;4188842;;;1;4188842
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA PI ISHPUL;05 - Proyectos Productivos Ciclo Largo;1;5000000;;;1;5000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA PI ISHPUL;14 - Asistencia Alimentaria Inmediata (Adic);;;;;;0
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA TINIGUA;01 - Asistencia Alimentaria Inmediata;;;1;12000000;1;12000000
PUTUMAYO;ORITO;FEMENINO;CULTIVADOR;RESGUARDO INDIGENA SOLICITADO;RESGUARDO INDÍGENA TINIGUA;02 - Asistencia y Seguridad Alimentaria;;;1;1803614,114;1;1803614,114
